From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station,AQI,AQI_Category
18-01-2022 00:00,19-01-2022 00:00,36.88,0.56,19.61,26.71,115.85,72.77,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",142.56666666666666,Moderate
19-01-2022 00:00,20-01-2022 00:00,27.19,0.78,27.08,69.64,197.08,94.97,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",216.56666666666666,Poor
20-01-2022 00:00,21-01-2022 00:00,22.46,0.69,17.72,61.06,170.5,98.01,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",226.70000000000002,Poor
21-01-2022 00:00,22-01-2022 00:00,13.53,0.68,24.49,51.78,163.36,81.7,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",172.33333333333334,Moderate
22-01-2022 00:00,23-01-2022 00:00,18.26,0.66,27.66,50.24,143.77,75.68,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",152.2666666666667,Moderate
23-01-2022 00:00,24-01-2022 00:00,12.44,0.63,17.76,49.68,164.29,69.07,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",142.85999999999999,Moderate
24-01-2022 00:00,25-01-2022 00:00,16.55,0.46,19.25,34.02,98.78,49.97,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",98.78,Satisfactory
25-01-2022 00:00,26-01-2022 00:00,23.91,0.42,14.98,27.17,92.74,46.53,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",92.74,Satisfactory
26-01-2022 00:00,27-01-2022 00:00,24.23,0.41,15.59,22.19,78.75,31.73,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",78.75,Satisfactory
27-01-2022 00:00,28-01-2022 00:00,26.69,0.47,17.56,37.43,213.11,65.04,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",175.40666666666667,Moderate
28-01-2022 00:00,29-01-2022 00:00,41.05,0.49,19.15,23.48,188.27,75.18,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",158.84666666666666,Moderate
29-01-2022 00:00,30-01-2022 00:00,38.31,0.55,18.52,38.73,126.12,53.06,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",117.41333333333333,Moderate
30-01-2022 00:00,31-01-2022 00:00,33.15,0.67,13.97,67.13,215.46,82.59,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",176.97333333333333,Moderate
31-01-2022 00:00,01-02-2022 00:00,27.2,0.73,12.32,69.58,231.97,91.96,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",206.5333333333333,Poor
01-02-2022 00:00,02-02-2022 00:00,15.43,0.74,16.17,61.84,160.5,61.67,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",140.33333333333331,Moderate
02-02-2022 00:00,03-02-2022 00:00,17.44,0.3,15.04,48.07,106.76,40.42,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",104.50666666666667,Moderate
03-02-2022 00:00,04-02-2022 00:00,17.22,0.35,14.5,36.65,65.7,27.89,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",65.7,Satisfactory
04-02-2022 00:00,05-02-2022 00:00,11.42,0.48,12.93,46.31,96.87,37.21,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",96.87,Satisfactory
05-02-2022 00:00,06-02-2022 00:00,27.32,0.41,14.52,35.92,105.94,32.24,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",103.96,Moderate
06-02-2022 00:00,07-02-2022 00:00,55.73,0.47,15.26,42.6,,41.33,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",500.0,Severe
07-02-2022 00:00,08-02-2022 00:00,36.16,0.59,13.25,61.41,114.8,53.54,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",109.86666666666666,Moderate
08-02-2022 00:00,09-02-2022 00:00,25.64,0.54,11.6,57.38,153.91,51.94,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",135.94,Moderate
09-02-2022 00:00,10-02-2022 00:00,31.48,0.45,9.52,54.75,166.28,51.23,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",144.18666666666667,Moderate
10-02-2022 00:00,11-02-2022 00:00,40.46,0.51,12.09,62.32,170.89,59.62,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",147.26,Moderate
11-02-2022 00:00,12-02-2022 00:00,20.01,0.31,10.69,47.39,137.86,39.82,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",125.24000000000001,Moderate
12-02-2022 00:00,13-02-2022 00:00,44.27,0.39,15.68,18.07,135.46,75.23,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",150.76666666666668,Moderate
13-02-2022 00:00,14-02-2022 00:00,47.55,0.44,17.03,27.37,117.77,60.95,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",111.84666666666666,Moderate
14-02-2022 00:00,15-02-2022 00:00,45.06,0.45,14.35,49.9,134.24,53.02,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",122.82666666666667,Moderate
15-02-2022 00:00,16-02-2022 00:00,42.42,0.59,15.8,62.28,133.87,59.12,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",122.58,Moderate
16-02-2022 00:00,17-02-2022 00:00,53.85,0.66,14.1,79.43,205.26,87.4,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",191.33333333333337,Moderate
17-02-2022 00:00,18-02-2022 00:00,28.39,0.56,9.64,64.95,189.84,84.53,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",181.76666666666668,Moderate
18-02-2022 00:00,19-02-2022 00:00,34.13,0.53,16.21,48.02,164.43,81.87,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",172.90000000000003,Moderate
19-02-2022 00:00,20-02-2022 00:00,39.96,0.39,15.02,36.57,149.84,82.86,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",176.2,Moderate
20-02-2022 00:00,21-02-2022 00:00,19.78,0.48,17.68,50.7,186.49,85.97,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",186.56666666666666,Moderate
21-02-2022 00:00,22-02-2022 00:00,19.8,0.43,14.9,47.77,113.99,56.25,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",109.32666666666667,Moderate
22-02-2022 00:00,23-02-2022 00:00,29.58,0.4,14.73,31.92,104.86,51.24,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",103.24,Moderate
23-02-2022 00:00,24-02-2022 00:00,16.61,0.24,11.18,37.33,106.04,41.59,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",104.02666666666667,Moderate
24-02-2022 00:00,25-02-2022 00:00,15.67,0.37,15.71,32.76,75.06,30.44,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",75.06,Satisfactory
25-02-2022 00:00,26-02-2022 00:00,16.79,0.38,13.1,42.77,102.09,40.77,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",101.39333333333333,Moderate
26-02-2022 00:00,27-02-2022 00:00,20.82,0.42,10.96,47.13,115.71,43.76,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",110.47333333333333,Moderate
27-02-2022 00:00,28-02-2022 00:00,14.83,0.43,13.82,42.32,92.09,33.87,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",92.09,Satisfactory
28-02-2022 00:00,01-03-2022 00:00,106.73,0.54,10.49,67.35,143.62,50.98,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",129.08,Moderate
01-03-2022 00:00,02-03-2022 00:00,39.63,0.6,9.33,66.74,149.28,65.15,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",132.85333333333332,Moderate
02-03-2022 00:00,03-03-2022 00:00,17.73,0.36,10.69,46.54,96.37,29.34,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",96.37,Satisfactory
03-03-2022 00:00,04-03-2022 00:00,23.69,0.42,10.62,32.61,101.66,36.1,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",101.10666666666667,Moderate
04-03-2022 00:00,05-03-2022 00:00,35.85,0.48,14.9,58.54,162.39,67.33,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",141.5933333333333,Moderate
05-03-2022 00:00,06-03-2022 00:00,25.58,0.58,11.65,67.58,146.75,53.11,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",131.16666666666666,Moderate
06-03-2022 00:00,07-03-2022 00:00,59.3,0.48,14.66,69.15,187.02,56.69,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",158.01333333333332,Moderate
07-03-2022 00:00,08-03-2022 00:00,15.91,0.59,16.52,64.16,142.43,61.85,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",128.28666666666666,Moderate
08-03-2022 00:00,09-03-2022 00:00,26.12,0.51,7.77,47.85,138.02,51.46,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",125.34666666666666,Moderate
09-03-2022 00:00,10-03-2022 00:00,16.95,0.5,12.33,57.51,152.61,61.7,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",135.07333333333332,Moderate
10-03-2022 00:00,11-03-2022 00:00,21.99,0.52,12.91,66.95,180.54,79.22,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",164.06666666666666,Moderate
11-03-2022 00:00,12-03-2022 00:00,32.14,0.49,10.32,62.77,171.27,70.0,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",147.51333333333332,Moderate
12-03-2022 00:00,13-03-2022 00:00,27.02,0.9,13.07,74.92,186.22,73.55,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",157.48,Moderate
13-03-2022 00:00,14-03-2022 00:00,26.77,0.64,8.29,71.82,217.38,82.01,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",178.25333333333333,Moderate
14-03-2022 00:00,15-03-2022 00:00,28.55,0.71,13.28,80.7,174.1,74.22,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",149.39999999999998,Moderate
15-03-2022 00:00,16-03-2022 00:00,27.21,0.6,11.89,89.85,208.34,83.38,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",177.93333333333334,Moderate
16-03-2022 00:00,17-03-2022 00:00,20.91,0.59,15.29,65.82,170.7,64.48,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",147.13333333333333,Moderate
17-03-2022 00:00,18-03-2022 00:00,14.38,0.39,13.16,41.74,124.52,48.02,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",116.34666666666666,Moderate
18-03-2022 00:00,19-03-2022 00:00,14.85,0.27,13.92,32.73,97.79,41.21,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",97.79,Satisfactory
19-03-2022 00:00,20-03-2022 00:00,12.2,0.34,14.21,43.44,110.68,39.33,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",107.12,Moderate
20-03-2022 00:00,21-03-2022 00:00,8.31,0.65,12.74,36.37,120.41,39.56,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",113.60666666666667,Moderate
21-03-2022 00:00,22-03-2022 00:00,14.97,0.55,12.47,23.87,108.16,46.78,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",105.44,Moderate
22-03-2022 00:00,23-03-2022 00:00,23.48,0.79,13.47,25.47,116.56,51.66,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",111.04,Moderate
23-03-2022 00:00,24-03-2022 00:00,29.25,0.73,12.95,19.52,114.07,52.53,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",109.38,Moderate
24-03-2022 00:00,25-03-2022 00:00,19.92,0.76,13.1,23.78,118.06,51.08,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",112.04,Moderate
25-03-2022 00:00,26-03-2022 00:00,15.84,0.81,14.46,28.2,120.28,43.12,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",113.52,Moderate
26-03-2022 00:00,27-03-2022 00:00,10.48,0.86,21.27,30.61,135.49,43.82,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",123.66,Moderate
27-03-2022 00:00,28-03-2022 00:00,11.34,0.72,31.86,28.08,133.3,43.05,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",122.2,Moderate
28-03-2022 00:00,29-03-2022 00:00,10.84,0.67,17.85,20.16,102.5,32.44,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",101.66666666666667,Moderate
29-03-2022 00:00,30-03-2022 00:00,10.99,0.73,22.0,19.23,112.77,30.56,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",108.51333333333334,Moderate
30-03-2022 00:00,31-03-2022 00:00,13.42,0.68,13.27,16.56,105.21,27.0,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",103.47333333333333,Moderate
31-03-2022 00:00,01-04-2022 00:00,14.3,0.86,14.09,14.82,112.62,30.14,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",108.41333333333334,Moderate
01-04-2022 00:00,02-04-2022 00:00,16.71,0.65,14.17,13.34,92.11,22.48,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",92.11,Satisfactory
02-04-2022 00:00,03-04-2022 00:00,13.56,0.65,15.22,12.2,91.05,21.05,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",91.05,Satisfactory
03-04-2022 00:00,04-04-2022 00:00,13.45,0.67,22.1,16.07,93.35,23.55,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",93.35,Satisfactory
04-04-2022 00:00,05-04-2022 00:00,12.42,0.5,18.11,8.69,53.4,13.43,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",53.4,Satisfactory
05-04-2022 00:00,06-04-2022 00:00,19.04,0.52,17.48,15.78,41.07,12.3,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",41.07,Good
06-04-2022 00:00,07-04-2022 00:00,22.55,0.53,17.77,25.5,75.01,17.66,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",75.01,Satisfactory
07-04-2022 00:00,08-04-2022 00:00,36.27,0.61,15.44,27.77,81.66,26.36,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",81.66,Satisfactory
08-04-2022 00:00,09-04-2022 00:00,23.72,0.72,15.8,28.29,58.53,18.62,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",58.53,Satisfactory
09-04-2022 00:00,10-04-2022 00:00,35.87,0.75,14.14,28.03,54.33,18.78,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",54.33,Satisfactory
10-04-2022 00:00,11-04-2022 00:00,22.6,0.58,15.25,24.88,28.82,11.73,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",31.099999999999998,Good
11-04-2022 00:00,12-04-2022 00:00,6.91,0.62,13.2,25.37,36.46,14.73,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",36.46,Good
12-04-2022 00:00,13-04-2022 00:00,17.63,0.53,8.2,24.39,36.85,11.59,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",36.85,Good
13-04-2022 00:00,14-04-2022 00:00,21.27,0.57,15.08,25.34,58.99,13.73,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",58.99,Satisfactory
14-04-2022 00:00,15-04-2022 00:00,19.11,0.55,15.47,29.51,75.42,14.46,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",75.42,Satisfactory
15-04-2022 00:00,16-04-2022 00:00,25.37,0.56,15.09,29.32,79.75,16.43,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",79.75,Satisfactory
16-04-2022 00:00,17-04-2022 00:00,9.99,0.68,11.77,30.47,95.29,21.96,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",95.29,Satisfactory
17-04-2022 00:00,18-04-2022 00:00,13.04,0.54,15.45,28.6,77.36,18.8,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",77.36,Satisfactory
18-04-2022 00:00,19-04-2022 00:00,13.38,0.61,14.33,34.67,85.25,23.03,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",85.25,Satisfactory
19-04-2022 00:00,20-04-2022 00:00,14.01,0.63,15.94,41.17,95.38,29.4,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",95.38,Satisfactory
20-04-2022 00:00,21-04-2022 00:00,12.3,0.52,12.16,27.85,72.91,21.56,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",72.91,Satisfactory
21-04-2022 00:00,22-04-2022 00:00,10.67,0.61,16.41,21.96,74.97,19.12,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",74.97,Satisfactory
22-04-2022 00:00,23-04-2022 00:00,15.85,0.63,15.34,27.61,69.53,14.99,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",69.53,Satisfactory
23-04-2022 00:00,24-04-2022 00:00,12.62,0.65,21.21,33.4,70.25,15.42,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",70.25,Satisfactory
24-04-2022 00:00,25-04-2022 00:00,21.28,0.63,23.25,42.52,101.33,24.26,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",100.88666666666667,Moderate
25-04-2022 00:00,26-04-2022 00:00,12.58,0.94,12.59,40.06,116.33,29.42,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",110.88666666666667,Moderate
26-04-2022 00:00,27-04-2022 00:00,11.03,0.73,22.84,37.72,106.35,23.82,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",104.23333333333333,Moderate
27-04-2022 00:00,28-04-2022 00:00,22.77,0.78,17.71,34.01,103.84,24.93,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",102.56,Moderate
28-04-2022 00:00,29-04-2022 00:00,7.11,0.76,17.38,35.79,113.77,26.66,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",109.17999999999999,Moderate
29-04-2022 00:00,30-04-2022 00:00,7.95,0.61,14.04,33.79,111.08,26.27,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",107.38666666666667,Moderate
30-04-2022 00:00,01-05-2022 00:00,9.33,0.57,17.29,31.68,125.3,31.57,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",116.86666666666666,Moderate
01-05-2022 00:00,02-05-2022 00:00,12.99,0.19,15.48,31.25,94.0,24.04,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",94.0,Satisfactory
02-05-2022 00:00,03-05-2022 00:00,19.77,0.41,13.94,20.03,80.93,25.27,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",80.93,Satisfactory
03-05-2022 00:00,04-05-2022 00:00,16.8,0.36,12.93,26.95,72.78,25.84,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",72.78,Satisfactory
04-05-2022 00:00,05-05-2022 00:00,21.56,0.35,13.4,38.51,104.07,35.47,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",102.71333333333332,Moderate
05-05-2022 00:00,06-05-2022 00:00,17.62,0.29,10.45,39.38,95.57,30.88,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",95.57,Satisfactory
06-05-2022 00:00,07-05-2022 00:00,21.95,0.16,12.4,50.26,126.8,40.81,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",117.86666666666666,Moderate
07-05-2022 00:00,08-05-2022 00:00,24.85,0.19,11.33,41.25,116.48,36.07,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",110.98666666666666,Moderate
08-05-2022 00:00,09-05-2022 00:00,27.0,0.17,13.63,24.43,101.8,32.05,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",101.2,Moderate
09-05-2022 00:00,10-05-2022 00:00,19.85,0.1,15.2,11.0,60.51,17.23,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",60.51,Satisfactory
10-05-2022 00:00,11-05-2022 00:00,30.29,0.12,16.59,12.67,45.01,20.63,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",45.01,Good
11-05-2022 00:00,12-05-2022 00:00,51.83,0.12,15.33,9.33,85.62,32.14,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",85.62,Satisfactory
12-05-2022 00:00,13-05-2022 00:00,44.0,0.16,15.28,12.82,85.56,31.71,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",85.56,Satisfactory
13-05-2022 00:00,14-05-2022 00:00,32.12,0.12,14.43,23.98,93.22,39.55,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",93.22,Satisfactory
14-05-2022 00:00,15-05-2022 00:00,28.24,0.15,14.76,23.96,73.16,28.67,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",73.16,Satisfactory
15-05-2022 00:00,16-05-2022 00:00,,,,,,,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",500.0,Severe
16-05-2022 00:00,17-05-2022 00:00,15.34,0.21,13.33,15.66,56.0,15.98,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",56.0,Satisfactory
17-05-2022 00:00,18-05-2022 00:00,12.72,0.19,15.48,21.27,62.1,18.36,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",62.1,Satisfactory
18-05-2022 00:00,19-05-2022 00:00,15.44,0.19,13.48,18.74,50.21,18.52,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",50.21,Satisfactory
19-05-2022 00:00,20-05-2022 00:00,11.12,0.22,13.38,19.37,52.6,17.41,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",52.6,Satisfactory
20-05-2022 00:00,21-05-2022 00:00,5.88,0.22,13.49,19.3,73.41,24.41,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",73.41,Satisfactory
21-05-2022 00:00,22-05-2022 00:00,7.63,0.22,12.94,21.78,99.04,34.41,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",99.04,Satisfactory
22-05-2022 00:00,23-05-2022 00:00,16.54,0.22,12.42,30.25,120.44,40.98,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",113.62666666666667,Moderate
23-05-2022 00:00,24-05-2022 00:00,24.38,0.28,13.24,41.72,175.76,59.08,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",150.50666666666666,Moderate
24-05-2022 00:00,25-05-2022 00:00,18.62,0.11,13.68,15.97,85.21,29.11,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",85.21,Satisfactory
25-05-2022 00:00,26-05-2022 00:00,14.29,0.27,13.82,27.6,70.27,28.14,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",70.27,Satisfactory
26-05-2022 00:00,27-05-2022 00:00,5.7,0.12,11.45,27.66,110.95,42.79,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",107.3,Moderate
27-05-2022 00:00,28-05-2022 00:00,9.47,0.23,12.22,39.91,132.44,53.43,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",121.62666666666667,Moderate
28-05-2022 00:00,29-05-2022 00:00,10.38,0.23,12.37,38.04,186.07,68.05,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",157.38,Moderate
29-05-2022 00:00,30-05-2022 00:00,8.46,0.22,11.66,61.05,196.45,64.64,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",164.29999999999998,Moderate
30-05-2022 00:00,31-05-2022 00:00,15.81,0.28,10.64,,,,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",500.0,Severe
31-05-2022 00:00,01-06-2022 00:00,5.85,0.02,6.65,24.65,135.33,37.0,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",123.55333333333334,Moderate
01-06-2022 00:00,02-06-2022 00:00,19.6,0.18,11.79,25.38,144.65,49.94,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",129.76666666666668,Moderate
02-06-2022 00:00,03-06-2022 00:00,8.92,0.25,14.03,26.57,127.88,42.42,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",118.58666666666666,Moderate
03-06-2022 00:00,04-06-2022 00:00,7.63,0.4,14.42,26.3,134.01,45.81,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",122.67333333333332,Moderate
04-06-2022 00:00,05-06-2022 00:00,5.41,0.37,13.77,22.5,89.64,38.1,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",89.64,Satisfactory
05-06-2022 00:00,06-06-2022 00:00,8.49,0.28,13.86,19.01,74.66,26.4,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",74.66,Satisfactory
06-06-2022 00:00,07-06-2022 00:00,12.47,0.54,12.65,47.04,82.85,41.29,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",82.85,Satisfactory
